Ord_ID;Cust_ID;Prod_ID;Ship_ID;Order_Date;Ship_Date;Customer_Name;Province;Region;Customer_Segment;Sales;Order_Quantity;Order_Priority;DaysTakenForShipping
Ord_2351;Cust_942;Prod_13;SHP_3228;2011-02-15;2011-02-17;DENNIS KANE;QUEBEC;QUEBEC;SMALL BUSINESS;13817;23;MEDIUM;2
Ord_2420;Cust_934;Prod_13;SHP_3321;2010-01-10;2010-01-10;LOGAN HAUSHALTER;QUEBEC;QUEBEC;CORPORATE;11259;35;MEDIUM;0
Ord_245;Cust_55;Prod_13;SHP_339;2012-11-21;2012-11-23;CARL JACKSON;NORTHWEST TERRITORIES;NORTHWEST TERRITORIES;HOME OFFICE;48396;22;LOW;2
Ord_2520;Cust_929;Prod_13;SHP_3453;2012-03-29;2012-03-31;CAROLINE JUMPER;QUEBEC;QUEBEC;CORPORATE;69317;32;MEDIUM;2
Ord_2780;Cust_1016;Prod_13;SHP_3819;2012-11-20;2012-11-20;VIVEK GRADY;ONTARIO;ONTARIO;HOME OFFICE;150247;43;LOW;0
Ord_2912;Cust_576;Prod_13;SHP_4017;2011-10-07;2011-10-08;MICHAEL DOMINGUEZ;ONTARIO;ONTARIO;HOME OFFICE;811;29;HIGH;1
Ord_3377;Cust_1214;Prod_13;SHP_4682;2012-01-26;2012-01-30;STEVEN CARTWRIGHT;MANITOBA;PRARIE;HOME OFFICE;7417;43;LOW;4
Ord_3381;Cust_1231;Prod_13;SHP_4688;2010-08-13;2010-08-14;MICK CREBAGGA;MANITOBA;PRARIE;CORPORATE;4538;26;MEDIUM;1
Ord_3486;Cust_1227;Prod_13;SHP_4827;2009-12-01;2009-12-03;NATALIE WEBBER;MANITOBA;PRARIE;CORPORATE;6797;29;NOT SPECIFIED;2
Ord_3515;Cust_1250;Prod_13;SHP_4867;2010-08-18;2010-08-18;ARTHUR GAINER;MANITOBA;PRARIE;CONSUMER;14805;7;MEDIUM;0
Ord_3589;Cust_1281;Prod_13;SHP_4969;2009-10-08;2009-10-09;PETER FULLER;SASKACHEWAN;PRARIE;CORPORATE;6873;23;CRITICAL;1
Ord_3610;Cust_1266;Prod_13;SHP_4998;2009-03-23;2009-03-24;WILLIAM BROWN;SASKACHEWAN;PRARIE;CORPORATE;8859;7;NOT SPECIFIED;1
Ord_222;Cust_58;Prod_3;SHP_309;2011-03-28;2011-03-30;MICHELLE LONSDALE;NORTHWEST TERRITORIES;NORTHWEST TERRITORIES;HOME OFFICE;103882;47;LOW;2
Ord_1910;Cust_699;Prod_8;SHP_3095;2012-12-09;2012-12-13;BOBBY TRAFTON;NOVA SCOTIA;ATLANTIC;CORPORATE;5872;29;LOW;4
Ord_1202;Cust_461;Prod_8;SHP_1659;2012-01-30;2012-01-31;SHIRLEY SCHMIDT;ONTARIO;ONTARIO;CORPORATE;79608;39;MEDIUM;1
Ord_1289;Cust_454;Prod_3;SHP_1778;2011-04-02;2011-04-03;LISA DECHERNEY;ONTARIO;ONTARIO;CORPORATE;51374;32;NOT SPECIFIED;1
Ord_1323;Cust_502;Prod_3;SHP_1822;2011-03-16;2011-03-20;EDWARD BECKER;ONTARIO;ONTARIO;CORPORATE;17122021;4;LOW;4
Ord_1330;Cust_503;Prod_3;SHP_1830;2010-03-30;2010-04-03;GARY ZANDUSKY;ONTARIO;ONTARIO;HOME OFFICE;35255;29;LOW;4
Ord_142;Cust_51;Prod_8;SHP_190;2010-08-04;2010-08-04;ANTHONY JOHNSON;NORTHWEST TERRITORIES;NORTHWEST TERRITORIES;SMALL BUSINESS;268948;27;HIGH;0
Ord_1395;Cust_515;Prod_3;SHP_1926;2011-06-10;2011-06-12;ALAN HWANG;ONTARIO;ONTARIO;SMALL BUSINESS;15897;39;MEDIUM;2
Ord_1415;Cust_510;Prod_8;SHP_1953;2011-04-10;2011-04-11;ANNA HABERLIN;ONTARIO;ONTARIO;CORPORATE;459873;45;MEDIUM;1
Ord_1443;Cust_492;Prod_8;SHP_1994;2012-05-06;2012-05-08;EDWARD NAZZAL;ONTARIO;ONTARIO;HOME OFFICE;538224;37;HIGH;2
Ord_1445;Cust_506;Prod_3;SHP_1996;2012-08-29;2012-08-31;ALLEN GOLDEN;ONTARIO;ONTARIO;CONSUMER;18072021;3;CRITICAL;2
Ord_1476;Cust_489;Prod_3;SHP_2039;2012-03-20;2012-03-22;CANDACE MCMAHON;ONTARIO;ONTARIO;CORPORATE;1417;33;NOT SPECIFIED;2
Ord_1501;Cust_508;Prod_3;SHP_2073;2010-08-04;2010-08-08;GARY HANSEN;ONTARIO;ONTARIO;CONSUMER;19143;20;LOW;4
Ord_1502;Cust_556;Prod_8;SHP_2075;2012-03-08;2012-03-10;JONI SUNDARESAM;ONTARIO;ONTARIO;HOME OFFICE;10585;17;LOW;2
Ord_1503;Cust_498;Prod_8;SHP_2078;2012-11-11;2012-11-12;ALAN HWANG;ONTARIO;ONTARIO;CORPORATE;73171;24;HIGH;1
Ord_155;Cust_98;Prod_8;SHP_209;2010-06-27;2010-06-28;ANNIE CYPRUS;NORTHWEST TERRITORIES;NORTHWEST TERRITORIES;HOME OFFICE;25175;31;NOT SPECIFIED;1
Ord_1525;Cust_501;Prod_8;SHP_2109;2011-03-04;2011-03-04;JAMES LANIER;ONTARIO;ONTARIO;CORPORATE;7161;15;MEDIUM;0
Ord_1537;Cust_562;Prod_3;SHP_2127;2010-11-30;2010-12-01;EUDOKIA MARTIN;ONTARIO;ONTARIO;HOME OFFICE;52725;24;HIGH;1
Ord_1565;Cust_542;Prod_8;SHP_2161;2012-01-31;2012-02-01;JONATHAN HOWELL;ONTARIO;ONTARIO;CONSUMER;78763;21;NOT SPECIFIED;1
Ord_1604;Cust_562;Prod_8;SHP_2217;2009-05-22;2009-05-22;EUDOKIA MARTIN;ONTARIO;ONTARIO;HOME OFFICE;564869;22;LOW;0
Ord_761;Cust_237;Prod_8;SHP_1039;2011-10-29;2011-10-30;RALPH KENNEDY;BRITISH COLUMBIA;WEST;CORPORATE;954418;36;HIGH;1
Ord_788;Cust_238;Prod_3;SHP_1082;2011-07-03;2011-07-03;ROB DOWD;BRITISH COLUMBIA;WEST;CORPORATE;147739;40;CRITICAL;0
Ord_803;Cust_238;Prod_3;SHP_1105;2012-09-05;2012-09-09;ROB DOWD;BRITISH COLUMBIA;WEST;CORPORATE;5393;26;LOW;4
Ord_804;Cust_257;Prod_3;SHP_1106;2011-10-09;2011-10-11;JUSTIN HIRSH;BRITISH COLUMBIA;WEST;CONSUMER;4326;9;MEDIUM;2
Ord_241;Cust_109;Prod_5;SHP_335;2009-10-15;2009-10-16;JULIA WEST;NORTHWEST TERRITORIES;NORTHWEST TERRITORIES;CONSUMER;140422;23;CRITICAL;1
Ord_2446;Cust_971;Prod_1;SHP_3355;2011-12-16;2011-12-18;MICHAEL CHEN;QUEBEC;QUEBEC;CONSUMER;52282;38;LOW;2
Ord_2459;Cust_919;Prod_5;SHP_3371;2012-10-17;2012-10-19;KAREN FERGUSON;QUEBEC;QUEBEC;HOME OFFICE;33634;31;CRITICAL;2
Ord_2479;Cust_944;Prod_5;SHP_3396;2009-12-26;2009-12-27;MATHEW REESE;QUEBEC;QUEBEC;SMALL BUSINESS;60152;42;CRITICAL;1
Ord_2507;Cust_980;Prod_5;SHP_3436;2009-08-21;2009-08-24;LINDSAY CASTELL;QUEBEC;QUEBEC;CORPORATE;387849;20;HIGH;3
Ord_2537;Cust_927;Prod_12;SHP_3473;2009-04-24;2009-04-25;DORRIS LOVE;QUEBEC;QUEBEC;HOME OFFICE;14002;28;HIGH;1
Ord_2051;Cust_1637;Prod_12;SHP_2804;2010-06-21;2010-06-22;KEITH HERRERA;BRITISH COLUMBIA;WEST;SMALL BUSINESS;3824;11;HIGH;1
Ord_2056;Cust_721;Prod_5;SHP_2810;2011-03-03;2011-03-12;EMILY BURNS;NOVA SCOTIA;ATLANTIC;HOME OFFICE;2274;1;LOW;9
Ord_2090;Cust_796;Prod_12;SHP_2859;2011-06-16;2011-06-19;GREG TRAN;QUEBEC;QUEBEC;HOME OFFICE;5391;17;CRITICAL;3
Ord_1368;Cust_527;Prod_12;SHP_2873;2012-12-02;2012-12-02;DAVE HALLSTEN;ONTARIO;ONTARIO;HOME OFFICE;6619;22;MEDIUM;0
Ord_2152;Cust_812;Prod_12;SHP_2934;2011-05-21;2011-05-25;MICHELLE HUTHWAITE;QUEBEC;QUEBEC;HOME OFFICE;1421;49;LOW;4
Ord_2165;Cust_783;Prod_1;SHP_2951;2010-05-26;2010-05-26;BARRY GONZALEZ;QUEBEC;QUEBEC;CONSUMER;32003;19;HIGH;0
Ord_2166;Cust_816;Prod_5;SHP_2953;2009-10-30;2009-11-01;GARY MCGARR;QUEBEC;QUEBEC;HOME OFFICE;62002;35;HIGH;2
Ord_2241;Cust_1672;Prod_1;SHP_3044;2010-01-25;2010-01-25;MARIBETH DONA;BRITISH COLUMBIA;WEST;HOME OFFICE;13828;11;HIGH;0
Ord_2281;Cust_896;Prod_1;SHP_3117;2011-09-19;2011-09-20;CRAIG YEDWAB;QUEBEC;QUEBEC;CONSUMER;686395;41;CRITICAL;1
Ord_1930;Cust_713;Prod_1;SHP_3133;2009-07-26;2009-07-30;TROY STAEBEL;NOVA SCOTIA;ATLANTIC;SMALL BUSINESS;29007;18;LOW;4
Ord_1931;Cust_714;Prod_5;SHP_3136;2009-01-11;2009-01-11;BRADLEY DRUCKER;NOVA SCOTIA;ATLANTIC;SMALL BUSINESS;13817;44;NOT SPECIFIED;0
Ord_2295;Cust_848;Prod_5;SHP_3141;2011-04-28;2011-04-28;ELIZABETH MOFFITT;QUEBEC;QUEBEC;CONSUMER;5549;11;LOW;0
Ord_1950;Cust_695;Prod_5;SHP_3170;2009-10-04;2009-10-06;DEANRA ENO;NOVA SCOTIA;ATLANTIC;CORPORATE;31507;21;LOW;2
Ord_2340;Cust_933;Prod_5;SHP_3210;2012-04-10;2012-04-10;ALAN HAINES;QUEBEC;QUEBEC;CONSUMER;13661;8;LOW;0
Ord_2347;Cust_928;Prod_12;SHP_3222;2012-07-02;2012-07-03;BILL EPLETT;QUEBEC;QUEBEC;CORPORATE;12828;21;NOT SPECIFIED;1
Ord_2400;Cust_934;Prod_12;SHP_3292;2012-09-19;2012-09-21;LOGAN HAUSHALTER;QUEBEC;QUEBEC;CORPORATE;7606;24;CRITICAL;2
Ord_2438;Cust_929;Prod_1;SHP_3345;2010-01-29;2010-01-31;CAROLINE JUMPER;QUEBEC;QUEBEC;CORPORATE;515507;28;MEDIUM;2
Ord_2449;Cust_972;Prod_5;SHP_3360;2012-08-24;2012-08-25;TONY SAYRE;QUEBEC;QUEBEC;HOME OFFICE;55068;24;HIGH;1
Ord_1639;Cust_572;Prod_12;SHP_2263;2010-10-22;2010-10-23;LENA CREIGHTON;ONTARIO;ONTARIO;HOME OFFICE;1887;49;HIGH;1
Ord_1651;Cust_563;Prod_5;SHP_2280;2010-10-04;2010-10-06;FRED HOPKINS;ONTARIO;ONTARIO;HOME OFFICE;52356;24;CRITICAL;2
Ord_1003;Cust_376;Prod_9;SHP_1388;2011-02-13;2011-02-13;BRAD NORVELL;MANITOBA;PRARIE;CORPORATE;4904;8;CRITICAL;0
Ord_101;Cust_73;Prod_4;SHP_139;2012-04-09;2012-04-11;FRANK PRICE;NORTHWEST TERRITORIES;NORTHWEST TERRITORIES;CORPORATE;13648025;29;NOT SPECIFIED;2
Ord_1013;Cust_382;Prod_4;SHP_1403;2009-12-18;2009-12-22;MICHAEL GRANLUND;MANITOBA;PRARIE;HOME OFFICE;10647865;12;LOW;4
Ord_104;Cust_62;Prod_16;SHP_142;2010-05-09;2010-05-11;CARLOS SOLTERO;NORTHWEST TERRITORIES;NORTHWEST TERRITORIES;SMALL BUSINESS;1041999;1;NOT SPECIFIED;2
Ord_1053;Cust_402;Prod_16;SHP_1454;2010-12-14;2010-12-15;MARIA BERTELSON;MANITOBA;PRARIE;HOME OFFICE;26278;23;NOT SPECIFIED;1
Ord_157;Cust_409;Prod_10;SHP_1483;2010-01-16;2010-01-16;DOUG BICKFORD;ONTARIO;ONTARIO;CORPORATE;46849;30;NOT SPECIFIED;0
Ord_1089;Cust_416;Prod_9;SHP_1505;2010-11-06;2010-11-08;CHRISTINA VANDERZANDEN;ONTARIO;ONTARIO;SMALL BUSINESS;15905;27;LOW;2
Ord_1117;Cust_414;Prod_9;SHP_1543;2011-01-15;2011-01-18;BRIAN THOMPSON;ONTARIO;ONTARIO;HOME OFFICE;24959;32;CRITICAL;3
Ord_1151;Cust_442;Prod_4;SHP_1585;2009-06-22;2009-06-24;RUSSELL APPLEGATE;ONTARIO;ONTARIO;HOME OFFICE;1637457;31;CRITICAL;2
Ord_1162;Cust_447;Prod_9;SHP_1604;2012-06-12;2012-06-16;RUSSELL APPLEGATE;ONTARIO;ONTARIO;SMALL BUSINESS;6444;21;LOW;4
Ord_742;Cust_254;Prod_4;SHP_1011;2011-07-04;2011-07-05;LENA HERNANDEZ;BRITISH COLUMBIA;WEST;HOME OFFICE;21628165;20;NOT SPECIFIED;1
Ord_820;Cust_1072;Prod_4;SHP_1127;2009-11-20;2009-11-21;MARK COUSINS;ONTARIO;ONTARIO;CORPORATE;1836187;39;MEDIUM;1
Ord_868;Cust_296;Prod_4;SHP_1195;2011-06-19;2011-06-19;MIKE VITTORINI;NOVA SCOTIA;ATLANTIC;SMALL BUSINESS;326893;6;CRITICAL;0
Ord_883;Cust_306;Prod_4;SHP_1213;2010-05-03;2010-05-04;NATHAN CANO;NOVA SCOTIA;ATLANTIC;CONSUMER;91341;29;CRITICAL;1
Ord_892;Cust_314;Prod_4;SHP_1227;2012-11-03;2012-11-04;DAVID PHILIPPE;NOVA SCOTIA;ATLANTIC;CONSUMER;813535;42;HIGH;1
Ord_937;Cust_304;Prod_4;SHP_1296;2011-03-19;2011-03-20;ART FERGUSON;NOVA SCOTIA;ATLANTIC;CORPORATE;7452137;43;MEDIUM;1
Ord_953;Cust_343;Prod_4;SHP_1320;2012-12-16;2012-12-16;KEN HEIDEL;BRITISH COLUMBIA;WEST;CORPORATE;3093864;19;NOT SPECIFIED;0
Ord_1015;Cust_370;Prod_9;SHP_1405;2009-06-01;2009-06-02;NATHAN MAUTZ;MANITOBA;PRARIE;CORPORATE;12406;17;CRITICAL;1
Ord_1022;Cust_363;Prod_4;SHP_1412;2011-06-22;2011-06-22;BART WATTERS;MANITOBA;PRARIE;CORPORATE;20116355;12;CRITICAL;0
Ord_1043;Cust_400;Prod_9;SHP_1440;2009-05-08;2009-05-10;MARY ZEWE;MANITOBA;PRARIE;CORPORATE;26039;15;HIGH;2
Ord_106;Cust_67;Prod_4;SHP_145;2012-06-27;2012-06-28;BETH THOMPSON;NORTHWEST TERRITORIES;NORTHWEST TERRITORIES;CORPORATE;6175777;49;HIGH;1
Ord_1113;Cust_411;Prod_4;SHP_1538;2012-03-02;2012-03-03;MARIA BERTELSON;ONTARIO;ONTARIO;HOME OFFICE;13753765;45;CRITICAL;1
Ord_1159;Cust_1421;Prod_10;SHP_1601;2009-01-29;2009-01-31;LIZ MACKENDRICK;NEW BRUNSWICK;ATLANTIC;CORPORATE;104263;4;MEDIUM;2
Ord_1165;Cust_444;Prod_9;SHP_1607;2009-09-24;2009-09-24;BILL DONATELLI;ONTARIO;ONTARIO;CORPORATE;4564;2;LOW;0
Ord_1176;Cust_445;Prod_4;SHP_1622;2012-03-23;2012-03-27;DUANE BENOIT;ONTARIO;ONTARIO;HOME OFFICE;728025;13;LOW;4
Ord_4745;Cust_1614;Prod_13;SHP_6617;2012-12-15;2012-12-17;JEREMY PISTEK;BRITISH COLUMBIA;WEST;CORPORATE;7122;18;NOT SPECIFIED;2
Ord_4750;Cust_1647;Prod_13;SHP_6623;2011-08-28;2011-08-30;HELEN ANDREADA;BRITISH COLUMBIA;WEST;CORPORATE;4712;17;HIGH;2
Ord_2156;Cust_813;Prod_13;SHP_2940;2011-04-21;2011-04-24;CYNTHIA DELANEY;QUEBEC;QUEBEC;CORPORATE;124388;43;NOT SPECIFIED;3
Ord_1614;Cust_571;Prod_13;SHP_2971;2010-02-01;2010-02-01;MATT COLLISTER;ONTARIO;ONTARIO;HOME OFFICE;11183;36;HIGH;0
Ord_2183;Cust_791;Prod_13;SHP_2977;2009-10-29;2009-10-30;MICHELLE TRAN;QUEBEC;QUEBEC;CORPORATE;28754;48;CRITICAL;1
Ord_2243;Cust_874;Prod_13;SHP_3049;2012-07-02;2012-07-06;DENISE LEINENBACH;QUEBEC;QUEBEC;HOME OFFICE;425;3;LOW;4
Ord_220;Cust_67;Prod_13;SHP_306;2011-01-10;2011-01-10;BETH THOMPSON;NORTHWEST TERRITORIES;NORTHWEST TERRITORIES;CORPORATE;21725;39;NOT SPECIFIED;0
Ord_2253;Cust_882;Prod_13;SHP_3065;2011-01-02;2011-01-09;KARL BROWN;QUEBEC;QUEBEC;CORPORATE;13875;24;LOW;7
Ord_2257;Cust_1467;Prod_13;SHP_3072;2010-01-13;2010-01-15;DAVE POIRIER;YUKON;YUKON;SMALL BUSINESS;14072;43;LOW;2
Ord_1806;Cust_615;Prod_13;SHP_3073;2011-03-01;2011-03-02;MUHAMMED LEE;NEWFOUNDLAND;ATLANTIC;CONSUMER;5333;31;CRITICAL;1
Ord_2213;Cust_845;Prod_13;SHP_3119;2009-08-25;2009-08-26;ERIC BARRETO;QUEBEC;QUEBEC;CONSUMER;163417;46;HIGH;1
Ord_2469;Cust_954;Prod_13;SHP_3382;2012-10-16;2012-10-18;CLAY LUDTKE;QUEBEC;QUEBEC;CONSUMER;1936;10;HIGH;2
Ord_2557;Cust_961;Prod_13;SHP_3499;2012-09-30;2012-10-02;CAROL TRIGGS;QUEBEC;QUEBEC;HOME OFFICE;7362;40;LOW;2
Ord_2650;Cust_1022;Prod_13;SHP_3624;2011-12-22;2011-12-23;KATHERINE NOCKTON;ONTARIO;ONTARIO;CORPORATE;11694;42;HIGH;1
Ord_281;Cust_77;Prod_13;SHP_380;2009-11-14;2009-11-14;DON MILLER;NORTHWEST TERRITORIES;NORTHWEST TERRITORIES;HOME OFFICE;77776;48;MEDIUM;0
Ord_2867;Cust_1059;Prod_13;SHP_3948;2010-02-06;2010-02-06;TROY BLACKWELL;ONTARIO;ONTARIO;HOME OFFICE;12194;43;CRITICAL;0
Ord_2874;Cust_1030;Prod_13;SHP_3958;2010-07-26;2010-07-27;ODELLA NELSON;ONTARIO;ONTARIO;SMALL BUSINESS;10797;31;MEDIUM;1
Ord_302;Cust_114;Prod_13;SHP_406;2010-11-25;2010-11-27;ANDREW GJERTSEN;NORTHWEST TERRITORIES;NORTHWEST TERRITORIES;CONSUMER;66755;28;MEDIUM;2
Ord_3014;Cust_1130;Prod_13;SHP_4176;2012-05-14;2012-05-14;GRANT DONATELLI;ONTARIO;ONTARIO;CONSUMER;3528;8;CRITICAL;0
Ord_3047;Cust_1139;Prod_13;SHP_4232;2011-06-30;2011-07-01;QUINCY JONES;NEW BRUNSWICK;ATLANTIC;HOME OFFICE;44917;43;MEDIUM;1
Ord_3293;Cust_1194;Prod_13;SHP_4567;2012-06-27;2012-06-29;ROY SKARIA;MANITOBA;PRARIE;CORPORATE;9908;50;LOW;2
Ord_3359;Cust_1177;Prod_13;SHP_4658;2010-01-03;2010-01-03;VALERIE TAKAHITO;MANITOBA;PRARIE;CONSUMER;12852;23;HIGH;0
Ord_3427;Cust_1220;Prod_13;SHP_4750;2012-03-05;2012-03-06;DENNY JOY;MANITOBA;PRARIE;CORPORATE;31385;14;CRITICAL;1
Ord_3480;Cust_1184;Prod_13;SHP_4817;2012-01-18;2012-01-18;LINDA SOUTHWORTH;MANITOBA;PRARIE;CONSUMER;11727;19;LOW;0
Ord_367;Cust_135;Prod_13;SHP_490;2009-03-05;2009-03-06;GUY ARMSTRONG;PRINCE EDWARD ISLAND;ATLANTIC;CORPORATE;9699;27;NOT SPECIFIED;1
Ord_3957;Cust_1365;Prod_5;SHP_5499;2011-05-08;2011-05-08;MICHAEL GRACE;SASKACHEWAN;PRARIE;CORPORATE;296866;46;HIGH;0
Ord_3299;Cust_1177;Prod_5;SHP_5504;2012-09-23;2012-09-25;VALERIE TAKAHITO;MANITOBA;PRARIE;CONSUMER;53557;21;LOW;2
Ord_3987;Cust_1365;Prod_1;SHP_5545;2009-08-19;2009-08-24;MICHAEL GRACE;SASKACHEWAN;PRARIE;CORPORATE;99136;19;LOW;5
Ord_3999;Cust_1360;Prod_1;SHP_5564;2009-11-22;2009-11-22;LUKE SCHMIDT;SASKACHEWAN;PRARIE;HOME OFFICE;63205;20;HIGH;0
Ord_4001;Cust_1367;Prod_1;SHP_5569;2009-11-26;2009-11-27;SAPHHIRA SHIFLEY;SASKACHEWAN;PRARIE;CONSUMER;226901;42;CRITICAL;1
Ord_4014;Cust_1382;Prod_5;SHP_5588;2010-02-27;2010-03-01;RANDY FERGUSON;SASKACHEWAN;PRARIE;CORPORATE;323268;33;HIGH;2
Ord_2474;Cust_975;Prod_5;SHP_3391;2012-09-08;2012-09-09;LAUREL ELLISTON;QUEBEC;QUEBEC;HOME OFFICE;2613;3;CRITICAL;1
Ord_2514;Cust_799;Prod_1;SHP_3443;2009-09-11;2009-09-12;HELEN WASSERMAN;QUEBEC;QUEBEC;CORPORATE;55877;37;CRITICAL;1
Ord_2514;Cust_799;Prod_5;SHP_3443;2009-09-11;2009-09-12;HELEN WASSERMAN;QUEBEC;QUEBEC;CORPORATE;2815;4;CRITICAL;1
Ord_2565;Cust_968;Prod_12;SHP_3513;2009-11-30;2009-11-30;DIONIS LLOYD;QUEBEC;QUEBEC;SMALL BUSINESS;3656;6;LOW;0
Ord_2565;Cust_968;Prod_5;SHP_3513;2009-11-30;2009-11-30;DIONIS LLOYD;QUEBEC;QUEBEC;SMALL BUSINESS;5517;3;LOW;0
Ord_2596;Cust_1001;Prod_12;SHP_3555;2009-01-08;2009-01-08;SANDRA FLANAGAN;ONTARIO;ONTARIO;HOME OFFICE;6429;16;HIGH;0
Ord_2596;Cust_1001;Prod_5;SHP_3555;2009-01-08;2009-01-08;SANDRA FLANAGAN;ONTARIO;ONTARIO;HOME OFFICE;7577;3;HIGH;0
Ord_2614;Cust_1012;Prod_5;SHP_3578;2011-01-17;2011-01-19;GUY PHONELY;ONTARIO;ONTARIO;CORPORATE;30852;7;MEDIUM;2
Ord_2632;Cust_1010;Prod_1;SHP_3600;2010-04-28;2010-05-02;ROBERT MARLEY;ONTARIO;ONTARIO;CORPORATE;39123;24;LOW;4
Ord_268;Cust_109;Prod_5;SHP_366;2012-06-11;2012-06-13;JULIA WEST;NORTHWEST TERRITORIES;NORTHWEST TERRITORIES;CONSUMER;89997;27;CRITICAL;2
Ord_2690;Cust_1014;Prod_5;SHP_3683;2010-09-07;2010-09-16;MATT CONNELL;ONTARIO;ONTARIO;CORPORATE;60698;43;LOW;9
Ord_2708;Cust_1007;Prod_5;SHP_3708;2012-06-19;2012-06-19;JOHN LUCAS;ONTARIO;ONTARIO;SMALL BUSINESS;51278;43;CRITICAL;0
Ord_2734;Cust_1017;Prod_5;SHP_3749;2009-09-17;2009-09-18;BEN FERRER;ONTARIO;ONTARIO;CORPORATE;2536;34;MEDIUM;1
Ord_2776;Cust_1007;Prod_1;SHP_3812;2009-07-21;2009-07-23;JOHN LUCAS;ONTARIO;ONTARIO;SMALL BUSINESS;35878;25;NOT SPECIFIED;2
Ord_2780;Cust_1016;Prod_1;SHP_3819;2012-11-20;2012-11-20;VIVEK GRADY;ONTARIO;ONTARIO;HOME OFFICE;201413;24;LOW;0
Ord_284;Cust_105;Prod_12;SHP_384;2010-07-10;2010-07-12;CARLOS DALY;NORTHWEST TERRITORIES;NORTHWEST TERRITORIES;CORPORATE;9713;1;CRITICAL;2
Ord_2852;Cust_1043;Prod_12;SHP_3925;2009-07-27;2009-07-27;DARRIN MARTIN;ONTARIO;ONTARIO;SMALL BUSINESS;49326;39;NOT SPECIFIED;0
Ord_295;Cust_83;Prod_5;SHP_397;2010-12-24;2010-12-26;CARI SCHNELLING;NORTHWEST TERRITORIES;NORTHWEST TERRITORIES;HOME OFFICE;29166;2;HIGH;2
Ord_2881;Cust_1058;Prod_5;SHP_3974;2011-11-18;2011-11-19;KALYCA MEADE;ONTARIO;ONTARIO;CORPORATE;40137;42;HIGH;1
Ord_2882;Cust_572;Prod_5;SHP_3975;2011-02-10;2011-02-10;LENA CREIGHTON;ONTARIO;ONTARIO;HOME OFFICE;11895;9;LOW;0
Ord_758;Cust_237;Prod_6;SHP_1035;2011-02-24;2011-02-25;RALPH KENNEDY;BRITISH COLUMBIA;WEST;CORPORATE;27894;30;MEDIUM;1
Ord_764;Cust_241;Prod_6;SHP_1043;2012-07-09;2012-07-11;KRISTINA NUNN;BRITISH COLUMBIA;WEST;CONSUMER;3085;4;CRITICAL;2
Ord_772;Cust_239;Prod_6;SHP_1058;2009-10-18;2009-10-23;KHLOE MILLER;BRITISH COLUMBIA;WEST;HOME OFFICE;199394;41;LOW;5
Ord_778;Cust_262;Prod_6;SHP_1067;2011-11-19;2011-11-23;PHILISSE OVERCASH;BRITISH COLUMBIA;WEST;SMALL BUSINESS;16492;31;LOW;4
Ord_784;Cust_233;Prod_6;SHP_1077;2012-06-11;2012-06-12;TRUDY SCHMIDT;BRITISH COLUMBIA;WEST;SMALL BUSINESS;87132;23;HIGH;1
Ord_819;Cust_249;Prod_6;SHP_1126;2012-07-01;2012-07-01;SARAH BERN;BRITISH COLUMBIA;WEST;CORPORATE;12916;20;NOT SPECIFIED;0
Ord_820;Cust_1072;Prod_6;SHP_1127;2009-11-20;2009-11-21;MARK COUSINS;ONTARIO;ONTARIO;CORPORATE;84355;29;MEDIUM;1
Ord_879;Cust_302;Prod_6;SHP_1208;2009-09-12;2009-09-14;SALLY MATTHIAS;NOVA SCOTIA;ATLANTIC;HOME OFFICE;84007;34;CRITICAL;2
Ord_95;Cust_47;Prod_6;SHP_129;2009-08-27;2009-08-29;DELFINA LATCHFORD;NORTHWEST TERRITORIES;NORTHWEST TERRITORIES;SMALL BUSINESS;206616;50;HIGH;2
Ord_958;Cust_347;Prod_6;SHP_1327;2011-05-07;2011-05-07;MARY O'ROURKE;BRITISH COLUMBIA;WEST;HOME OFFICE;101026;9;MEDIUM;0
Ord_1000;Cust_373;Prod_6;SHP_1384;2009-12-11;2009-12-12;SHAUN WEIEN;MANITOBA;PRARIE;HOME OFFICE;33471;25;HIGH;1
Ord_1009;Cust_366;Prod_6;SHP_1397;2012-10-04;2012-10-06;THEONE PIPPENGER;MANITOBA;PRARIE;CORPORATE;23736;25;NOT SPECIFIED;2
Ord_1039;Cust_398;Prod_6;SHP_1434;2010-03-23;2010-03-24;BRUCE STEWART;MANITOBA;PRARIE;CORPORATE;18807;27;HIGH;1
Ord_1086;Cust_419;Prod_6;SHP_1499;2011-01-25;2011-01-27;ROBERT WALDORF;ONTARIO;ONTARIO;HOME OFFICE;26535;24;HIGH;2
Ord_1172;Cust_449;Prod_6;SHP_1618;2010-12-12;2010-12-13;BRAD EASON;ONTARIO;ONTARIO;SMALL BUSINESS;24018;40;NOT SPECIFIED;1
Ord_1183;Cust_451;Prod_6;SHP_1633;2011-02-05;2011-02-05;HAROLD PAWLAN;ONTARIO;ONTARIO;SMALL BUSINESS;11257;17;HIGH;0
Ord_1219;Cust_468;Prod_6;SHP_1684;2011-04-25;2011-04-27;PETE ARMSTRONG;ONTARIO;ONTARIO;CONSUMER;5704;8;CRITICAL;2
Ord_1250;Cust_1761;Prod_6;SHP_1726;2011-06-29;2011-07-01;ROSE O'BRIAN;ALBERTA;WEST;HOME OFFICE;13586;27;LOW;2
